lignee	S_n11	S_n17	ecart_S_pct	vu_n11	vu_n17	pn_ps_n11	pn_ps_n17
L1	1.259920056700458	1.355072043250149	7.552224130702376	1.8661670934630423	2.052459091942732	0.9135299843635836	0.8541648851786364
L3	1.073701398288621	1.073701398288621	0.0	1.5490905028225348	1.5490905028225348	0.8487986751871064	0.8487986751871064
L7	0.7957037688850375	0.7957037688850375	0.0	1.173124095026029	1.173124095026029	0.8740661264815132	0.8740661264815132
L9	1.3846428330814178	1.3846428330814178	0.0	2.114058207011556	2.114058207011556	0.8670646919208636	0.8670646919208636
Orygis_La3	0.5788713012441666	0.5788713012441666	0.0	0.944440952968053	0.944440952968053	0.9086478590583466	0.9086478590583466
Caprae_La2	0.5810298824392394	0.5810298824392394	0.0	0.9464818073314696	0.9464818073314696	0.9164713195888858	0.9164713195888858
Microti	0.4772238772192228	0.4772238772192228	0.0	0.8531588406248001	0.8531588406248001	1.0732576307284871	1.0732576307284873
