part_top5_observee	exces_g2	nul_diffus_median	nul_diffus_q95	alt_concentree_median	alt_concentree_q05	C4_puissance	verdict	n_simulations
0.13058228239408656	371.130342302097	0.09593495616831625	0.10646482502735002	0.19004435084053323	0.1516693325056961	True	CONCENTRE	2000
