n_lignees	rho	rho_p	rho_ic_lo	rho_ic_hi	sd_log_4fold	sd_log_0fold	rapport_etendue	verdict	fiab_4fold	fiab_0fold	rho_desattenue	extremes_disjoints	hyp_separables	q05_Hmut	q95_Hsel	bande_lo	bande_hi	rho_hors_bande	p_sous_Hsel	p_sous_Hmut
12	0.8881118881118882	0.00011413359814618021	0.6408314420303358	0.9684211637509964	0.3467062420763978	0.3192489095842512	1.086006033749351	LA SELECTION NE PORTE PAS LE SIGNAL (C4c pre-enregistre echoue, C4c' amende le qualifie)	0.6027362940658899	0.8832006876897175	1.0	True	False	0.38426573426573446	0.5104895104895105	0.38426573426573446	0.5104895104895105	True	0.0	0.9126
