classe	code	sites	sites_GC	sites_AT	gc_pct	part_genome_pct
non_classe	-1	14	9	5	64.28571428571429	0.00036065900644111223
intergenique	0	320125	200350	119775	62.584927762592734	8.246854602640076
arn_structural	1	9968	6001	3967	60.202648475120384	0.2567892125860719
0fold	2	2271439	1318230	953209	58.03501656879185	58.515352352256684
2fold	3	504058	381204	122854	75.62701117728515	12.98521839062101
3fold	4	50935	40717	10218	79.9391381172082	1.3121547495055752
4fold	5	725244	591348	133896	81.5377996922415	18.683270033384144
0fold_pos2	6	1181939	579767	602172	49.05219304887985	30.44835324385727
