estimateur	jeu	n	rho	p	rho_ic_lo	rho_ic_hi	exclut_effet_a20	derive_q1	ecart_q2	p_signes_q2	iqr_inter_lignees
pn_ps_int	dix-sept lignees	17	0.17401960784313728	0.5041495460552976	-0.3346127048483592	0.6041336597389433	True	0.03879273392040561	0.08341807070697854	0.7265625	0.12011461243949462
pn_ps_int	treize bien pourvues	13	0.04395604395604395	0.8866190227890784	-0.5196138557667644	0.5808731024024182	True	0.03879273392040561	0.08341807070697854	0.7265625	0.12011461243949462
pn_ps_term	dix-sept lignees	17	-0.2622549019607843	0.3092086598982379	-0.6597386564217678	0.2498886955451348	True	0.02898735999550134	0.10066326214610177	0.0703125	0.0845761275117104
pn_ps_term	treize bien pourvues	13	-0.23626373626373626	0.43708354383118136	-0.6965709344158314	0.36182289030138	True	0.02898735999550134	0.10066326214610177	0.0703125	0.0845761275117104
