lignee	replicat	n	portee	profondeur	largeur	pn_ps_term	pn_ps_int	pi	n_syn_term	n_nonsyn_term
L7	4	23	57	34.08695652173913	192.50592885375494	0.9156349579885655	0.9339380519448811	4.919728573612844e-05	273	511
L7	5	18	24	33.72222222222222	204.11111111111111	0.9085047255862935	0.8243708394446858	5.216313448133119e-05	209	398
L7	6	25	56	34.92	215.4	0.8656625692245538	0.9194624942468129	5.5048150520146245e-05	311	562
L7	7	32	48	33.8125	216.49798387096774	0.8967434197797053	0.850190405136773	5.532875396210411e-05	383	699
L7	8	20	41	34.55	166.7578947368421	0.9333469900017581	0.8393649732263057	4.2617055199147576e-05	237	454
L7	9	23	40	33.69565217391305	209.77865612648222	0.9060058058737267	0.847633196176448	5.3611546139111385e-05	271	504
L7	10	15	44	35.13333333333333	135.23809523809524	0.9476935546212104	0.7968636730273396	3.4561778192778734e-05	179	348
L7	11	28	43	33.17857142857143	209.8042328042328	0.8365208848424345	0.8641753388982795	5.361808257739653e-05	344	585
L7	12	15	40	35.46666666666667	208.8761904761905	0.9183935066989876	0.9486633867379188	5.3380909811550934e-05	181	351
L7	13	27	35	33.851851851851855	205.96581196581195	0.8875905578727564	0.890857166276407	5.263712636535819e-05	325	589
L7	14	19	41	35.1578947368421	180.6549707602339	0.8412850576920703	0.8788311242173136	4.6168625917465064e-05	247	421
L7	15	18	33	32.77777777777778	207.07843137254903	0.9019128150127288	0.8126236900975332	5.2921470100612135e-05	204	386
L7	16	16	25	33.25	205.51666666666668	0.9030024003680043	0.8059792634176196	5.252234169482539e-05	184	348
L7	17	20	52	34.45	200.93684210526317	0.9901080749522622	0.8479888156902483	5.135191053506679e-05	225	464
L7	18	15	49	32.53333333333333	212.3047619047619	0.8403795580512555	0.9111453230658038	5.425712390657912e-05	174	314
L7	19	18	33	34.27777777777778	220.2549019607843	0.9733172758293386	0.8753884180278633	5.6288881132485186e-05	205	412
L7	20	23	52	32.95652173913044	198.7588932806324	0.9222781515012768	0.8670036277257486	5.079530860970258e-05	259	499
L7	21	16	53	32.625	208.18333333333334	0.8362133439856314	0.9443795453571031	5.3203841546513985e-05	187	335
L7	22	15	27	34.8	216.4	0.9026703415798267	0.8047605680325153	5.5303712964529465e-05	186	336
L7	23	20	35	34.15	206.6421052631579	0.8799442466462539	0.8345531912022303	5.2809961533547914e-05	245	438
L7	24	25	47	34.12	191.59333333333333	0.9380522905680807	0.8281485643793759	4.8964060594196314e-05	290	563
L7	25	20	37	35.75	220.5421052631579	0.8765146302771967	0.8955335700907716	5.6362279510474716e-05	256	459
L7	26	19	49	32.8421052631579	212.46783625730995	0.8027565457506821	0.8611934102391366	5.429879958673251e-05	240	384
L7	27	22	32	35.68181818181818	212.62770562770564	0.8367784759988581	0.9288669988435909	5.4339656193812845e-05	288	497
L7	28	22	54	33.81818181818182	202.7792207792208	0.8863429000230456	0.9456445025859854	5.182275333246292e-05	264	480
L7	29	19	32	34.8421052631579	218.37426900584796	0.8844787028427477	0.8669660722778892	5.5808261977534005e-05	238	424
L7	30	18	33	32.55555555555556	215.30718954248366	0.7963649816868184	0.8648074134958231	5.502443165275904e-05	221	365
L7	31	27	32	33.74074074074074	213.36182336182335	0.8471071360660057	0.8855243299725435	5.4527269116409036e-05	336	575
L7	32	23	53	33.0	207.71541501976284	0.8767602539037014	0.8582336066022805	5.308425919852623e-05	266	493
L7	33	22	48	34.18181818181818	199.41991341991343	0.9626718669320973	0.8585298695193732	5.0964240532283776e-05	248	504
L7	34	16	47	35.125	194.23333333333332	0.8309563590041484	0.8186082600964463	4.963874544736802e-05	208	354
L7	35	18	50	35.05555555555556	197.27450980392157	0.9267666211983865	0.8841477599148646	5.0415955939992296e-05	219	412
L7	36	15	37	34.53333333333333	215.16190476190476	0.7856801182159818	0.8571783846460419	5.498730231910262e-05	198	320
L7	37	18	27	35.72222222222222	215.94771241830065	0.7826009227983965	0.8950004088695804	5.518812524458621e-05	250	393
L7	38	15	18	32.86666666666667	201.67619047619047	0.8259897765340237	0.9551996361194677	5.1540860211991724e-05	183	310
L7	39	16	23	32.5625	195.45833333333334	0.7807791732939013	0.932252580645101	4.995180944173747e-05	197	324
L9	0	27	33	35.48148148148148	439.0997150997151	0.8038112103565027	0.962177495376814	0.00011221739651886002	394	564
L9	1	22	26	33.13636363636363	425.83116883116884	0.8084657595609367	0.9749721495519763	0.00010882645440105845	294	435
L9	2	17	21	32.8235294117647	401.05882352941177	0.9071216627704797	1.0393168719595027	0.00010249557328263617	213	345
L9	3	22	27	33.72727272727273	428.05194805194805	0.8020342280435011	0.9634383812183425	0.00010939400216715626	304	438
L9	4	15	23	34.93333333333333	427.8285714285714	0.9237544545735789	0.9822216373609551	0.00010933691549126805	196	328
L9	5	23	28	35.17391304347826	436.7826086956522	0.842846483469963	0.9556880274894077	0.00011162523114234168	322	487
L9	6	20	25	34.85	424.5210526315789	0.854311701646885	0.9702498051970373	0.0001084916379026652	276	421
L9	7	27	28	35.03703703703704	436.25071225071224	0.8596539517066023	0.9514159097332442	0.00011148929838671409	372	574
L9	8	23	31	35.43478260869565	433.19367588932806	0.8114110903965173	0.9618750341414808	0.00011070803470163035	330	485
L9	9	18	28	34.5	414.88235294117646	0.7818471410883229	1.0479949352200626	0.00010602834824911013	258	363
L9	10	18	36	34.888888888888886	454.26143790849676	0.9164664641414421	0.9161251364609112	0.00011609216346093313	240	388
L9	11	26	27	34.65384615384615	432.48615384615385	0.8454037722926244	0.956094797328009	0.00011052721863882174	357	544
L9	12	25	27	32.56	424.92	0.8188246018601119	0.9642707343813616	0.00010859359386731914	327	487
L9	13	24	27	35.208333333333336	434.2644927536232	0.8487900297891879	0.9689644033947667	0.0001109816952769564	334	511
L9	14	23	32	34.56521739130435	436.94071146245057	0.8455492576469532	0.9640290921297743	0.00011166563627188843	310	485
L9	15	19	26	35.68421052631579	399.2046783625731	0.8511870381007497	0.9600360971043114	0.00010202172341155752	267	411
L9	16	20	22	33.55	400.8263157894737	0.8755964029992533	1.0149826248731346	0.00010243615303627956	262	409
L9	17	26	30	33.11538461538461	430.0923076923077	0.820696141418296	0.9556880274894077	0.00010991544146426744	349	512
L9	18	24	27	33.041666666666664	428.9311594202899	0.8392017217908265	0.9537246671330293	0.00010961869557357921	314	479
L9	19	26	27	33.07692307692308	428.4215384615385	0.8407445424588622	0.9537246671330293	0.00010948845559565179	341	519
L9	20	27	28	35.18518518518518	434.3931623931624	0.8290453806315794	0.9556880274894077	0.00011101457840455494	382	568
L9	21	19	30	33.89473684210526	451.7543859649123	0.8620891314924922	0.9811832159178338	0.00011545145513803497	254	390
L9	22	19	26	33.473684210526315	430.8654970760234	0.9136382465543805	0.9562833897824277	0.00011011303963314099	239	397
L9	23	22	25	33.27272727272727	418.86580086580085	0.820200577178992	0.9713930533362269	0.0001070463679378004	293	439
L9	24	19	24	34.36842105263158	392.60818713450294	0.7972662125094891	1.0470251028885316	0.00010033590798895943	269	384
L9	25	30	34	35.7	453.1080459770115	0.8466253478800192	0.9315109860793608	0.00011579739979959087	425	646
L9	26	27	28	35.22222222222222	434.4387464387464	0.8307561787664465	0.9556880274894077	0.00011102622797466927	382	569
L9	27	21	34	34.23809523809524	453.8	0.8395558362576215	0.9643334667644028	0.00011597423726110662	290	429
L9	28	28	28	33.964285714285715	434.1825396825397	0.8307561787664465	0.9556880274894077	0.00011096075114978558	382	569
L9	29	21	21	34.80952380952381	401.9238095238095	0.891191252934586	1.024450667834563	0.0001027166312177217	281	450
L9	30	17	26	32.88235294117647	423.8235294117647	0.8528420593270275	0.9579931061423694	0.0001083133771635954	217	342
L9	31	19	20	33.26315789473684	398.51461988304095	0.8645259045639634	1.042406073109761	0.00010184537037976093	247	385
L9	32	21	33	35.80952380952381	456.8666666666667	0.8893148028671393	0.9272551115961719	0.0001167579620905485	289	463
L9	33	23	24	35.65217391304348	399.5652173913044	0.8085686055344684	1.022043375321326	0.00010211386364703564	334	486
L9	34	19	25	33.63157894736842	416.9356725146199	0.8547860293712221	0.9676395696101605	0.00010655309961839924	250	389
L9	35	19	26	35.526315789473685	415.6374269005848	0.8125584643199427	1.0156982480647565	0.00010622131679586664	275	400
L9	36	26	28	35.26923076923077	429.9323076923077	0.8075986677945172	0.9556880274894077	0.00010987455147316612	375	542
L9	37	23	26	33.78260869565217	425.49407114624506	0.8568738217629781	0.9519618413315443	0.0001087403048927034	305	472
L9	38	19	30	35.68421052631579	445.953216374269	0.8583892046378288	0.9625269835677699	0.00011396889405716855	267	411
L9	39	20	20	33.7	400.0	0.8914840449962601	1.024450667834563	0.00010222497775328921	259	415
Bovis	0	26	278	35.80769230769231	244.48	0.9412602318406975	0.862605482437706	6.247990640281036e-05	332	599
Bovis	1	31	239	32.70967741935484	266.09032258064514	1.0077047805458024	0.8565077698613301	6.800269326543e-05	348	666
Bovis	2	50	189	35.34	296.44897959183675	0.9491900610991721	0.8411910419721965	7.5761225859402e-05	629	1138
Bovis	3	29	305	32.89655172413793	287.53694581280786	0.905607687583812	0.8755893274930854	7.348364472240753e-05	345	609
Bovis	4	41	219	34.0	279.39268292682925	0.9185869888267095	0.8362263190636797	7.140227699156727e-05	509	885
Bovis	5	38	102	35.44736842105263	219.54054054054055	0.8834681948857013	0.8723611265867302	5.610631718175462e-05	505	842
Bovis	6	47	252	35.1063829787234	287.7076780758557	0.9056247559994359	0.7989205608355524	7.352727747688712e-05	601	1049
Bovis	7	49	179	35.69387755102041	310.0969387755102	0.9486172197004288	0.8821284537834787	7.924913166922404e-05	623	1126
Bovis	8	29	256	33.44827586206897	246.32019704433498	0.9207660248780379	0.8232931275020839	6.29501916576074e-05	354	616
Bovis	9	25	226	33.8	228.81333333333333	0.919651481543134	0.8419683685330009	5.847609477413988e-05	310	535
Bovis	10	45	235	34.44444444444444	272.0383838383838	0.9242024151204773	0.842553669728138	6.952279433979884e-05	561	989
Bovis	11	23	128	35.43478260869565	213.7391304347826	0.9379310665443137	0.8390662506880808	5.462369463425758e-05	296	519
Bovis	12	49	175	34.04081632653061	300.48809523809524	0.9014213435484457	0.85188302527205	7.679347212710634e-05	615	1053
Bovis	13	43	111	33.72093023255814	216.7375415282392	0.8640287699982093	0.8771233157550268	5.5389975902567126e-05	551	899
Bovis	14	25	221	34.0	231.72666666666666	0.7920083111967315	0.9121580355505381	5.9220633362109665e-05	340	510
Bovis	15	16	29	34.6875	122.76666666666667	0.8251999378784045	1.2231363335362215	3.137454942211368e-05	217	338
Bovis	16	28	237	35.0	266.9074074074074	0.8869025771157807	0.7860813820090662	6.82115094610258e-05	365	615
Bovis	17	31	275	33.38709677419355	242.13333333333333	0.7999793093369303	0.8777606049602847	6.18801865333244e-05	409	626
Bovis	18	30	54	35.766666666666666	188.98160919540229	0.8387288780043949	0.8758375388534431	4.829660198945199e-05	417	656
Bovis	19	42	264	34.642857142857146	274.2857142857143	0.8849531928887411	0.8397931427325954	7.009712760225547e-05	546	909
Bovis	20	28	95	33.642857142857146	209.8862433862434	0.9790436638772347	0.8951315187126139	5.363904140220044e-05	329	613
Bovis	21	29	59	32.93103448275862	196.83251231527095	0.8875813788830698	0.9405316472007562	5.0302997981381495e-05	353	602
Bovis	22	47	255	34.297872340425535	278.3126734505088	0.914389838034646	0.8194915938220572	7.112626712984176e-05	587	1025
Bovis	23	49	220	33.59183673469388	238.12925170068027	0.900497188628146	0.8932620598210762	6.085689364377362e-05	604	1042
Bovis	24	15	118	34.4	198.57142857142858	0.9077067281878358	0.8576859534805258	5.074739967038286e-05	189	327
Bovis	25	25	227	34.96	278.86	0.9429793256107964	0.8358539163669013	7.126614324070558e-05	311	563
Bovis	26	41	114	32.68292682926829	212.50487804878048	0.8370224983526553	0.8620722702902439	5.4308266077505056e-05	522	818
Bovis	27	32	57	35.0625	179.7459677419355	0.9084530696632683	0.877473301851403	4.593631888415699e-05	412	710
Bovis	28	15	126	33.46666666666667	188.8	0.9253782029062496	0.8689044531961772	4.825018949955251e-05	183	319
Bovis	29	31	261	35.225806451612904	292.53333333333336	0.9850802516861114	0.8557136826568947	7.476053373023885e-05	381	711
Bovis	30	49	244	32.93877551020408	289.4812925170068	0.8827770079767832	0.8617603821640109	7.398054671886107e-05	597	1017
Bovis	31	41	99	35.707317073170735	213.8048780487805	0.9101540719364412	0.8782265347735868	5.464049725520325e-05	539	925
Bovis	32	46	74	33.41304347826087	206.4830917874396	0.951312453788614	0.9154155222884407	5.276932366100347e-05	550	987
Bovis	33	16	237	33.6875	266.5416666666667	0.87859127124256	0.8596465984800339	6.811803986331159e-05	197	342
Bovis	34	21	26	34.80952380952381	206.73333333333332	0.8743102373663915	0.9891788670639708	5.283327600215831e-05	270	461
Bovis	35	23	36	34.391304347826086	126.0790513833992	0.8693135136328097	0.9853960909184581	3.222107055705948e-05	300	491
Bovis	36	23	69	35.69565217391305	186.98814229249012	0.7778248052295321	0.9269018223426394	4.7787146714946705e-05	332	489
Bovis	37	16	32	34.5	205.29166666666666	0.8981611279714208	0.9773108484895751	5.246484014483916e-05	201	351
Bovis	38	21	53	32.57142857142857	135.76190476190476	0.8913238671095267	0.9006346950544957	3.469564423507471e-05	255	429
Bovis	39	39	104	35.743589743589745	218.31309041835357	0.8132515223613106	1.0050243133131862	5.5792627028170024e-05	552	842
Caprae_La2	0	22	207	32.72727272727273	442.56709956709955	1.0114443985129837	0.8634411338295955	0.00011310352976896121	239	481
Caprae_La2	1	23	276	33.08695652173913	452.5691699604743	0.8288840697502102	0.8902873229383329	0.00011565968332758513	294	467
Caprae_La2	2	37	264	32.78378378378378	453.7927927927928	0.7946473355134547	0.9104840793344927	0.00011597239536961557	479	734
Caprae_La2	3	40	168	34.05	404.9769230769231	0.8970950858516061	0.8828684989981107	0.00010349689238033495	496	866
Caprae_La2	4	30	207	34.46666666666667	389.5195402298851	0.9236260669413083	0.8513179906198004	9.954656583617861e-05	371	663
Caprae_La2	5	22	209	34.54545454545455	442.2900432900433	0.8089141192386988	0.8535543453695069	0.000113032724589565	294	466
Caprae_La2	6	26	71	32.73076923076923	261.4676923076923	0.9077897021878275	0.839762757716696	6.682132257339428e-05	312	539
Caprae_La2	7	23	274	35.26086956521739	462.74308300395256	0.8117077745703911	0.9101665876666515	0.00011825975341391878	314	497
Caprae_La2	8	21	65	32.857142857142854	272.35238095238094	0.9406491560791449	0.912749563136664	6.960304020978123e-05	249	441
Caprae_La2	9	27	169	33.370370370370374	388.94017094017096	0.8194623310994787	0.8895494082942986	9.93985008042987e-05	347	554
Caprae_La2	10	30	191	33.333333333333336	408.3080459770115	0.9792148397076528	0.9063760448103041	0.00010434820229122248	340	660
Caprae_La2	11	27	220	34.03703703703704	373.54985754985756	0.8744485461535902	1.0005748287605072	9.546531469444636e-05	341	578
Caprae_La2	12	28	199	34.67857142857143	436.13227513227514	0.8301477684149304	0.8503272851501598	0.00011145903030722059	369	602
Caprae_La2	13	36	262	34.55555555555556	452.3904761904762	0.9017715807339852	0.8640300264986777	0.00011561401591092836	454	790
Caprae_La2	14	19	206	33.05263157894737	374.08187134502924	0.8497925204709584	0.9084216675814908	9.560127744038604e-05	237	391
Caprae_La2	15	44	253	34.36363636363637	459.6754756871036	0.9538163629406207	0.8564485567040587	0.000117475788189617	531	981
Caprae_La2	16	47	211	34.02127659574468	398.8066604995375	0.9989153173383463	0.8333230561499806	0.00010192000499357196	543	1056
Caprae_La2	17	18	228	32.55555555555556	459.41830065359477	0.8998977227030266	0.8892859340202579	0.00011741006390941915	214	372
Caprae_La2	18	19	177	34.578947368421055	346.3391812865497	0.94047570318731	0.8792859067483484	8.851128775527487e-05	231	426
Caprae_La2	19	37	210	33.945945945945944	440.08708708708707	0.913983521214244	0.8914821667565902	0.00011246973171746832	454	802
Caprae_La2	20	27	204	35.22222222222222	433.65242165242165	0.956004891503426	0.9129055192730815	0.000110825272890197	335	616
Caprae_La2	21	18	158	33.44444444444444	344.57516339869284	0.9626283676814983	0.8984949984445117	8.806047103191843e-05	209	393
Caprae_La2	22	22	244	32.72727272727273	444.4458874458874	0.8449262550373059	0.9046244784766803	0.0001135836773917418	268	452
Caprae_La2	23	16	18	33.8125	208.10833333333332	0.8985275223634105	0.8384614250318365	5.318467436318524e-05	195	346
Caprae_La2	24	31	254	34.064516129032256	419.2430107526882	0.9869358777518592	0.8768122031366257	0.00010714276861853885	364	692
Caprae_La2	25	19	150	34.36842105263158	292.0701754385965	0.8449754651998027	0.8945683477871996	7.464216796652451e-05	251	402
Caprae_La2	26	32	159	32.90625	327.2681451612903	0.8873880912610269	0.8939679088136455	8.363744714618282e-05	389	664
Caprae_La2	27	34	149	33.970588235294116	308.45632798573973	0.9246564756064766	0.8906999234147341	7.882985316550882e-05	413	742
Caprae_La2	28	26	274	33.42307692307692	448.4492307692308	0.8843262947451624	0.8965034388891467	0.0001146067815971607	320	549
Caprae_La2	29	25	155	35.8	371.73333333333335	0.8590309111164659	0.8974663795370156	9.500107932539011e-05	337	558
Caprae_La2	30	46	190	33.30434782608695	419.50338164251207	0.8706139591186439	0.8450376637647762	0.00010720930963958847	567	965
Caprae_La2	31	15	209	34.6	405.0095238095238	0.876835730109686	0.8993432762785236	0.00010350522390324706	188	331
Caprae_La2	32	37	199	33.78378378378378	445.52252252252254	0.8402150593306891	0.8361751965048803	0.0001138588248836354	477	773
Caprae_La2	33	44	145	34.72727272727273	308.4080338266385	0.9648821595150574	0.8524263094026089	7.881751099215946e-05	532	996
Caprae_La2	34	31	213	33.0	397.23870967741937	0.9550807986070812	0.8444693648620292	0.00010151929564879877	356	667
Caprae_La2	35	29	157	33.724137931034484	313.3399014778325	0.8626816977543963	0.8652282850658565	8.007791114447316e-05	363	615
Caprae_La2	36	25	42	35.68	153.70666666666668	1.0011143621768903	0.7658867974163375	3.92816514513306e-05	314	578
Caprae_La2	37	23	156	33.34782608695652	346.05533596837944	0.8721516717300721	0.8921160894598823	8.843874755193654e-05	289	478
Caprae_La2	38	37	260	33.5945945945946	452.024024024024	0.9441058039228921	0.8751656838158337	0.00011552036449952031	438	805
Caprae_La2	39	24	170	33.625	404.6376811594203	0.9106902368404273	0.8613736319434832	0.0001034101948866607	295	512
Orygis_La3	0	15	23	33.666666666666664	143.46666666666667	0.9328850154838941	1.0148999232345282	3.66646920208464e-05	174	331
Orygis_La3	1	36	64	34.138888888888886	218.04920634920634	0.8624812735498352	0.8638337052438844	5.5725188170424974e-05	440	789
Orygis_La3	2	38	67	33.578947368421055	222.39971550497867	0.9752167175944978	0.9100748514172519	5.683701492458574e-05	431	845
Orygis_La3	3	43	143	35.13953488372093	165.90697674418604	0.9379297660685292	0.7509943377031651	4.2399592516974726e-05	523	988
Orygis_La3	4	48	59	33.104166666666664	170.73758865248226	0.9404187419260884	0.8146428617703609	4.363411550412561e-05	547	1042
Orygis_La3	5	31	83	33.87096774193548	162.01720430107528	0.9238569769636019	0.8211528083440123	4.140551276331884e-05	365	685
Orygis_La3	6	37	153	32.75675675675676	174.94294294294295	1.035663311161252	0.8030903082669901	4.470884612609322e-05	395	817
Orygis_La3	7	24	149	33.333333333333336	186.57246376811594	0.9010224672925511	0.8637738232041136	4.7680914895180026e-05	281	519
Orygis_La3	8	43	172	32.627906976744185	174.33665559246955	0.9431827623671077	0.7537520688970287	4.455390184880761e-05	484	919
Orygis_La3	9	15	68	34.666666666666664	147.16190476190476	0.8648798702393299	0.9760319994674901	3.760905610104345e-05	192	328
Orygis_La3	10	45	134	32.71111111111111	172.84646464646465	0.945992267358028	0.7751610733225621	4.417306500804885e-05	512	960
Orygis_La3	11	41	58	33.02439024390244	163.4390243902439	0.9404527880852304	0.8560732999675573	4.176887658077994e-05	468	886
Orygis_La3	12	37	194	34.891891891891895	182.25825825825825	1.023455844487059	0.8173200849481449	4.657836598950923e-05	421	870
Orygis_La3	13	22	54	33.36363636363637	176.13852813852813	0.9780720469546627	1.04737015246492	4.501439280114536e-05	245	489
Orygis_La3	14	49	212	34.42857142857143	180.6768707482993	0.9484758546386395	0.851797238129289	4.617422273194702e-05	584	1103
Orygis_La3	15	15	62	33.2	175.2	0.9837174577860838	1.0584149698151852	4.4774540255940674e-05	166	332
Orygis_La3	16	30	77	33.3	152.7471264367816	0.9885208812138032	0.8456099893811734	3.9036429004697134e-05	334	665
Orygis_La3	17	38	48	34.0	231.69843527738266	0.9077126326777223	0.9107555847079847	5.921341847925591e-05	456	836
Orygis_La3	18	46	99	34.608695652173914	167.0222222222222	0.9209451826426611	0.8923175650286894	4.2684607377428984e-05	560	1032
Orygis_La3	19	45	75	35.44444444444444	224.87474747474747	0.9556259122970462	0.899613470386673	5.746954014470648e-05	542	1053
Orygis_La3	20	44	48	33.38636363636363	169.97568710359408	0.8911603771455412	0.8614224577927077	4.3439402081912384e-05	527	942
Orygis_La3	21	47	226	35.255319148936174	187.50416281221092	0.8998738429041551	0.8446874154899187	4.7919022180318454e-05	586	1071
Orygis_La3	22	33	98	35.36363636363637	169.1401515151515	0.9107097026624414	0.8044621386836299	4.322587056456082e-05	413	754
Orygis_La3	23	37	41	32.648648648648646	160.45645645645646	0.9223666696849463	0.9919403478541372	4.1006644229082204e-05	427	781
Orygis_La3	24	25	174	35.44	199.45333333333335	0.919139899921194	0.8269792076195102	5.097278140704845e-05	312	574
Orygis_La3	25	31	59	34.38709677419355	164.4731182795699	0.9320180647362333	0.8624363321082409	4.2033152142857844e-05	371	695
Orygis_La3	26	44	146	33.79545454545455	177.7135306553911	0.9083972513158409	0.8958803812783833	4.541690429426459e-05	530	957
Orygis_La3	27	27	95	35.407407407407405	164.5014245014245	0.9325028424761694	0.8067261390464929	4.2040386150106266e-05	330	626
Orygis_La3	28	18	38	33.333333333333336	127.17647058823529	0.9336967804030771	0.9193200699639835	3.250152969156048e-05	210	390
Orygis_La3	29	30	53	35.0	163.16781609195402	0.9066774295325687	0.9150412460352967	4.169956592513197e-05	367	683
Orygis_La3	30	26	120	32.57692307692308	166.67076923076922	0.9477783872769633	0.7964898025375533	4.2594789191847464e-05	291	556
Orygis_La3	31	41	123	34.53658536585366	170.3609756097561	0.8936738576012762	0.8461276034322177	4.3537867354339915e-05	512	904
Orygis_La3	32	38	169	35.68421052631579	178.6429587482219	0.9071526284232571	0.7546934557023057	4.565443120954687e-05	481	875
Orygis_La3	33	26	51	35.38461538461539	161.72615384615384	0.8322410548244323	0.8039492493655316	4.133113119762026e-05	342	578
Orygis_La3	34	49	105	34.87755102040816	166.5374149659864	0.9527817682301251	0.8803830121017089	4.256070884997063e-05	586	1123
Orygis_La3	35	25	50	32.68	171.23333333333332	1.0028009407749918	0.9545083272129109	4.376080922655389e-05	269	548
Orygis_La3	36	45	166	34.6	177.83434343434342	0.9122503911120482	0.7707579352561404	4.5447779503366376e-05	552	1005
Orygis_La3	37	39	86	34.94871794871795	218.7395411605938	0.9406121418007903	0.8869473262544683	5.590161182226598e-05	463	900
Orygis_La3	38	44	85	32.59090909090909	164.48202959830866	0.9437151267805375	0.826828971884926	4.20354295412574e-05	489	945
Orygis_La3	39	36	81	32.75	214.92698412698414	0.8969645871802383	0.8795565987401497	5.492726542740625e-05	411	768
Microti	0	25	27	34.72	331.0133333333333	1.0517102667253337	0.9877792682245804	8.459457659010526e-05	262	606
Microti	1	26	29	34.19230769230769	354.33846153846156	1.0651563487508757	0.9720095038836938	9.055560336975989e-05	267	622
Microti	2	20	23	35.25	308.86315789473684	1.0555392702177768	0.9824289021822424	7.893382361150033e-05	214	491
Microti	3	27	31	32.851851851851855	346.8091168091168	1.087208502900763	0.9623457071019321	8.863138562612462e-05	263	624
Microti	4	18	19	33.55555555555556	299.6470588235294	0.9252709055857512	0.9788859880964887	7.657853480518459e-05	200	404
Microti	5	25	26	34.4	336.4866666666667	0.996105923609971	1.0505357011301981	8.599335503569612e-05	272	588
Microti	6	30	30	34.5	346.13563218390806	1.0696217487782895	0.9615630002878603	8.845926824905176e-05	311	724
Microti	7	27	28	33.333333333333336	340.77492877492875	1.0429812571992305	0.9870370047439384	8.708927378223952e-05	274	626
Microti	8	26	29	32.88461538461539	334.16615384615386	1.026476740005425	0.9328817123241994	8.540031910706324e-05	262	593
Microti	9	26	28	35.84615384615385	335.0861538461538	1.0790023232235222	0.954015989677213	8.56354365558958e-05	275	657
Microti	10	31	32	32.61290322580645	357.72903225806454	1.0601118351784795	0.9686956384799733	9.142210591071582e-05	306	705
Microti	11	15	21	34.333333333333336	286.20952380952383	1.007281018486155	0.9887640653612909	7.314440551052019e-05	159	356
Microti	12	16	25	35.75	315.78333333333336	0.988087461488749	1.0097581078087792	8.070236056214878e-05	183	389
Microti	13	15	29	34.2	325.14285714285717	0.9849112167237589	1.0126753686705396	8.309430334517367e-05	165	348
Microti	14	30	31	33.166666666666664	350.2390804597701	1.0756673668933916	0.9686408393920642	8.950795552083117e-05	298	697
Microti	15	15	17	34.46666666666667	303.3904761904762	0.956229050418446	1.040245868124692	7.753521169782813e-05	169	348
Microti	16	27	28	35.333333333333336	338.44444444444446	1.048628930507453	0.9756887222364394	8.649368951014416e-05	289	665
Microti	17	22	26	33.27272727272727	335.008658008658	0.9896524242304942	1.008820829686811	8.561563153023585e-05	232	500
Microti	18	30	30	34.5	346.13563218390806	1.0696217487782895	0.9615630002878603	8.845926824905176e-05	311	724
Microti	19	28	28	34.0	335.74603174603175	1.0469969144255888	0.9778415377257341	8.580407656498308e-05	289	663
Microti	20	26	27	34.53846153846154	334.5507692307692	1.0708594855106603	0.9803087866119641	8.549861235490295e-05	268	630
Microti	21	27	29	34.81481481481482	341.5042735042735	1.066333936490567	0.9480606483135662	8.727566690406888e-05	281	659
Microti	22	25	26	35.12	331.8066666666667	1.0991346970586684	0.9770612369709334	8.479732279598263e-05	256	622
Microti	23	29	32	34.172413793103445	356.60591133004925	1.0788297407392051	0.9705219113722707	9.113507838101429e-05	296	695
Microti	24	25	29	34.44	339.4066666666667	1.0676120134441505	0.9735727497802009	8.673959737329513e-05	258	603
Microti	25	17	21	34.0	314.5882352941176	1.022046965464577	1.059923275426914	8.039693838596922e-05	179	399
Microti	26	31	31	33.74193548387097	349.5827956989247	1.067121090573306	0.9647669275963013	8.934023378313807e-05	315	731
Microti	27	15	22	32.53333333333333	301.46666666666664	0.9444112294542545	0.995224151662587	7.704355823339563e-05	161	327
Microti	28	28	29	33.285714285714285	337.85978835978835	1.0741926128722212	0.9470424515728701	8.634427337202592e-05	276	656
Microti	29	27	27	33.18518518518518	331.7606837606838	1.068601835923795	0.9824733511699962	8.47855712921298e-05	268	628
Microti	30	26	28	32.80769230769231	340.26153846153846	1.0540712070700626	0.9868288215905934	8.695807049882683e-05	260	593
Microti	31	31	32	33.74193548387097	349.5827956989247	1.067121090573306	0.9647669275963013	8.934023378313807e-05	315	731
Microti	32	30	32	32.7	358.74252873563216	1.0866093702278192	0.9533516611365469	9.168111754789678e-05	292	689
Microti	33	23	31	35.391304347826086	327.2094861660079	1.01259328468732	1.0226070432561005	8.362245610996338e-05	251	563
Microti	34	20	24	35.6	308.0263157894737	1.0665700356559902	1.0046747962307878	7.871995819751647e-05	213	499
Microti	35	30	31	33.9	348.3632183908046	1.0630171394384853	0.9884070787885207	8.902855562516059e-05	307	710
Microti	36	15	18	32.6	326.9142857142857	0.9491201892568151	1.0113391045526483	8.354701396093823e-05	160	329
Microti	37	22	24	33.18181818181818	329.2164502164502	1.0283174337305767	1.014271786102923	8.413536074848368e-05	224	506
Microti	38	26	28	35.65384615384615	333.62461538461537	1.0499373483267085	0.9817461830356499	8.526192221410495e-05	280	647
Microti	39	27	29	33.44444444444444	340.87179487179486	1.0529807684694534	0.9549229905980563	8.711402911873248e-05	273	630
La4	0	18	21	32.94444444444444	264.42483660130716	0.7652120618002728	0.8500141752554297	6.75770575974644e-05	235	358
