lignee	replicat	n	portee	profondeur	largeur	pn_ps_term	pn_ps_int	pi	n_syn_term	n_nonsyn_term
L1	37	26	43	34.19230769230769	125.76923076923077	1.01687547311054	0.7050206052842763	3.214189204358228e-05	313	576
L1	38	48	66	34.916666666666664	129.20301418439718	0.9358622068132875	0.7453311611857782	3.301943812664478e-05	624	1052
L1	39	15	47	35.53333333333333	141.4857142857143	0.985104900175411	0.7510559599591704	3.6158434988163445e-05	190	343
L2	0	36	77	34.69444444444444	246.64444444444445	0.9527684667408993	0.9955544373463437	6.303305711576428e-05	431	818
L2	1	25	37	34.8	187.31333333333333	0.9557365048280726	0.9938552234309624	4.787025333223612e-05	301	569
L2	2	22	50	33.36363636363637	195.47619047619048	0.88545770557781	1.0615229363341079	4.9956373056815746e-05	268	466
L2	3	32	106	35.0	223.44959677419354	1.0060952638926686	1.0112417274610461	5.710532514805845e-05	374	746
L2	4	16	34	33.0	184.04166666666666	0.9818494050410744	1.1119091725692976	4.703413820169567e-05	177	351
L2	5	36	52	32.833333333333336	195.03492063492064	1.027685992290937	0.932255220716949	4.9843601057548226e-05	390	792
L2	6	45	85	33.15555555555556	221.86262626262626	0.9701558121449263	1.0014693226485203	5.6699755084958224e-05	508	984
L2	7	30	72	33.43333333333333	240.80459770114942	0.9936236301212223	0.856518267153617	6.15406116072244e-05	334	669
L2	8	42	86	34.0	177.8164924506388	0.8966714017767463	0.9478609680094939	4.544321746233618e-05	519	909
L2	9	25	67	32.6	211.64666666666668	0.9907898781822385	1.0532703197273448	5.408893947889455e-05	275	540
L2	10	29	106	34.55172413793103	174.25615763546799	0.9178274105786338	0.9675760979002302	4.453332959414844e-05	359	643
L2	11	29	84	35.55172413793103	222.7536945812808	0.9375106201601395	1.0257160963903391	5.692747868258603e-05	362	669
L2	12	42	71	34.54761904761905	238.41579558652728	0.9815765371487775	0.9255223053050565	6.093012349966375e-05	485	966
L2	13	46	76	33.5	248.23671497584542	0.951283049652948	0.9206726757768171	6.343998166488848e-05	523	1018
L2	14	37	76	33.189189189189186	477.1921921921922	0.9259635899451256	0.9656735666343783	0.00012195240307722539	431	797
L2	15	28	100	35.0	180.16137566137567	0.9075012066297702	0.9895558036431594	4.604248154746527e-05	352	628
L2	16	17	66	33.8235294117647	156.16176470588235	0.8853761851037427	1.143619573249577	3.990908230743302e-05	211	364
L2	17	25	155	35.52	191.64	0.8372586102288759	0.8572367865280244	4.897598684160086e-05	327	561
L2	18	16	17	32.9375	165.38333333333333	0.8979813755590477	0.8912364990985305	4.2265768926912034e-05	188	339
L2	19	16	18	35.4375	156.13333333333333	0.8127108539274542	0.9313329117435953	3.990181631636722e-05	215	352
L2	20	23	29	32.73913043478261	172.69565217391303	0.9760643610136348	0.9383040663354935	4.413452300392008e-05	259	494
L2	21	18	28	35.55555555555556	180.45098039215685	0.9527674529680413	1.0187405825470655	4.611649364036866e-05	224	416
L2	22	39	62	33.17948717948718	200.65047233468286	0.9538663254110289	0.9457242380845297	5.127872517649982e-05	451	843
L2	23	36	78	33.55555555555556	175.4857142857143	1.0468934564479413	0.908720509667631	4.484755809719303e-05	393	815
L2	24	46	85	34.97826086956522	217.1855072463768	0.96164234082804	0.9935507067066507	5.5504459116494255e-05	550	1059
L2	25	48	115	33.375	174.21099290780143	0.9143025953744445	0.8759672413174263	4.452178718594607e-05	571	1031
L2	26	29	40	32.89655172413793	189.73891625615764	1.1253495993231901	1.0932536780873652	4.84901412330473e-05	297	657
L2	27	28	72	33.07142857142857	156.24074074074073	0.9881043523583066	0.882216563221672	3.992926561594913e-05	319	607
L2	28	32	93	34.96875	176.05040322580646	0.9204204628925176	1.0253231273482017	4.4991871383039154e-05	397	722
L2	29	45	131	34.2	195.03030303030303	0.8495208341875913	0.8742300926008929	4.9842420971224956e-05	574	965
L2	30	24	61	33.416666666666664	229.42028985507247	1.0174470432257676	0.8756471520997121	5.863121006646987e-05	260	542
L2	31	19	78	34.78947368421053	143.953216374269	0.8643924068600518	0.7934450293332213	3.6789035853435194e-05	245	416
L2	32	32	36	34.375	191.64112903225808	0.9250356361442259	1.0301711757343512	4.8976275379844524e-05	387	713
L2	33	48	52	35.291666666666664	204.604609929078	1.0216064171345398	1.0801126652118715	5.2289254245551045e-05	562	1132
L2	34	49	96	33.06122448979592	163.17857142857142	0.8659291073548242	0.8683763154161901	4.170231458524807e-05	605	1015
L2	35	17	36	33.470588235294116	182.41176470588235	1.1510148749112037	0.9122628962440654	4.6617596472492625e-05	173	396
L2	36	36	58	34.69444444444444	205.5793650793651	0.9095181498234409	0.9945409746330489	5.2538365054433545e-05	434	815
L2	37	33	96	32.72727272727273	163.93939393939394	0.8882924382559655	0.8932643592811275	4.1896752245855654e-05	396	684
L2	38	32	75	33.875	158.57056451612902	0.8767750101296854	1.0317808469402756	4.052468107496951e-05	400	684
L2	39	23	63	34.34782608695652	198.9486166007905	0.9535616519009684	0.9959580325873982	5.084379476515869e-05	273	517
L3	0	33	35	33.45454545454545	155.24242424242425	0.8345003846444841	1.0260413963854935	3.9674133411371265e-05	436	668
